respondent_id,education_level,study_hours_per_day,preferred_learning_method,main_learning_challenge,motivation_level,online_learning_opinion,device_used_for_study,compound_score,sentiment_label,top10_words,top10_words_str
3513,Graduate,5,Practice exercises,Academic workload pressure,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3514,Undergraduate,2,Practice exercises,Low motivation,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3515,Graduate,5,Practice exercises,Academic workload pressure,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3516,Postgraduate,1,Reading notes,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3517,Postgraduate,3,Video lectures,Internet connectivity issues,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3518,Undergraduate,5,Recorded tutorials,Time management difficulty,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3519,Graduate,2,Practice exercises,Lack of concentration,Low,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3520,Graduate,5,Recorded tutorials,Academic workload pressure,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3521,Undergraduate,2,Interactive discussion,Internet connectivity issues,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3522,Postgraduate,1,Practice exercises,Time management difficulty,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3523,Postgraduate,5,Reading notes,Internet connectivity issues,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3524,Graduate,4,Reading notes,Lack of concentration,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3525,Undergraduate,6,Practice exercises,Internet connectivity issues,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3526,Undergraduate,4,Reading notes,Time management difficulty,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3527,Graduate,1,Practice exercises,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3528,Postgraduate,5,Video lectures,Time management difficulty,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3529,Undergraduate,5,Reading notes,Lack of concentration,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3530,Graduate,1,Practice exercises,Difficulty understanding concepts,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3531,Undergraduate,5,Recorded tutorials,Lack of concentration,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3532,Undergraduate,3,Interactive discussion,Lack of concentration,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3533,Postgraduate,3,Interactive discussion,Low motivation,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3534,Graduate,1,Practice exercises,Academic workload pressure,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3535,Graduate,2,Interactive discussion,Time management difficulty,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3536,Undergraduate,4,Practice exercises,Lack of concentration,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3537,Graduate,6,Practice exercises,Time management difficulty,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3538,Undergraduate,3,Video lectures,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3539,Postgraduate,4,Recorded tutorials,Academic workload pressure,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3540,Graduate,2,Interactive discussion,Time management difficulty,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3541,Graduate,1,Interactive discussion,Low motivation,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3542,Postgraduate,1,Video lectures,Lack of concentration,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3543,Postgraduate,5,Practice exercises,Academic workload pressure,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3544,Postgraduate,2,Recorded tutorials,Lack of concentration,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3545,Undergraduate,3,Practice exercises,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3546,Undergraduate,2,Interactive discussion,Low motivation,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3547,Graduate,2,Video lectures,Time management difficulty,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3548,Postgraduate,1,Recorded tutorials,Academic workload pressure,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3549,Postgraduate,5,Reading notes,Internet connectivity issues,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3550,Undergraduate,6,Reading notes,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3551,Postgraduate,2,Recorded tutorials,Lack of concentration,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3552,Graduate,5,Recorded tutorials,Academic workload pressure,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3553,Graduate,5,Video lectures,Low motivation,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3554,Undergraduate,3,Reading notes,Academic workload pressure,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3555,Graduate,5,Reading notes,Difficulty understanding concepts,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3556,Undergraduate,2,Practice exercises,Low motivation,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3557,Postgraduate,6,Video lectures,Internet connectivity issues,High,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3558,Postgraduate,4,Reading notes,Lack of concentration,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3559,Graduate,2,Recorded tutorials,Academic workload pressure,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3560,Postgraduate,6,Video lectures,Academic workload pressure,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3561,Graduate,2,Interactive discussion,Academic workload pressure,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3562,Undergraduate,5,Reading notes,Low motivation,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3563,Postgraduate,1,Reading notes,Time management difficulty,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3564,Graduate,2,Reading notes,Time management difficulty,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3565,Postgraduate,3,Video lectures,Lack of concentration,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3566,Graduate,5,Interactive discussion,Low motivation,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3567,Undergraduate,4,Reading notes,Lack of concentration,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3568,Graduate,2,Practice exercises,Academic workload pressure,Low,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3569,Graduate,6,Practice exercises,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3570,Graduate,2,Video lectures,Low motivation,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3571,Graduate,5,Practice exercises,Time management difficulty,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3572,Graduate,3,Recorded tutorials,Academic workload pressure,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3573,Graduate,1,Reading notes,Lack of concentration,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3574,Undergraduate,1,Practice exercises,Internet connectivity issues,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3575,Postgraduate,3,Practice exercises,Low motivation,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3576,Graduate,6,Video lectures,Academic workload pressure,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3577,Undergraduate,6,Reading notes,Lack of concentration,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3578,Graduate,2,Reading notes,Academic workload pressure,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3579,Undergraduate,5,Practice exercises,Low motivation,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3580,Postgraduate,5,Video lectures,Difficulty understanding concepts,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3581,Graduate,4,Recorded tutorials,Low motivation,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3582,Graduate,6,Video lectures,Internet connectivity issues,Low,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3583,Graduate,5,Video lectures,Lack of concentration,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3584,Graduate,6,Video lectures,Low motivation,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3585,Graduate,6,Reading notes,Difficulty understanding concepts,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3586,Postgraduate,2,Recorded tutorials,Low motivation,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3587,Undergraduate,2,Reading notes,Lack of concentration,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3588,Undergraduate,5,Video lectures,Time management difficulty,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3589,Postgraduate,6,Reading notes,Low motivation,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3590,Postgraduate,4,Recorded tutorials,Academic workload pressure,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3591,Undergraduate,6,Video lectures,Academic workload pressure,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3592,Postgraduate,5,Recorded tutorials,Low motivation,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3593,Undergraduate,3,Recorded tutorials,Academic workload pressure,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3594,Undergraduate,4,Interactive discussion,Internet connectivity issues,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3595,Undergraduate,3,Reading notes,Low motivation,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3596,Undergraduate,3,Recorded tutorials,Lack of concentration,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3597,Graduate,4,Reading notes,Time management difficulty,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3598,Graduate,2,Interactive discussion,Academic workload pressure,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3599,Postgraduate,1,Interactive discussion,Internet connectivity issues,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3600,Postgraduate,6,Interactive discussion,Low motivation,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3601,Undergraduate,5,Interactive discussion,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3602,Undergraduate,1,Practice exercises,Time management difficulty,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3603,Undergraduate,3,Video lectures,Internet connectivity issues,Medium,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3604,Graduate,1,Video lectures,Time management difficulty,High,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3605,Undergraduate,4,Practice exercises,Time management difficulty,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3606,Undergraduate,3,Reading notes,Time management difficulty,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3607,Graduate,5,Interactive discussion,Academic workload pressure,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3608,Graduate,1,Interactive discussion,Lack of concentration,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3609,Graduate,6,Practice exercises,Lack of concentration,Medium,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3610,Postgraduate,2,Video lectures,Lack of concentration,Low,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3611,Graduate,3,Recorded tutorials,Time management difficulty,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3612,Postgraduate,6,Practice exercises,Low motivation,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3613,Postgraduate,1,Recorded tutorials,Time management difficulty,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3614,Undergraduate,4,Reading notes,Time management difficulty,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3615,Undergraduate,5,Video lectures,Academic workload pressure,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3616,Postgraduate,3,Practice exercises,Internet connectivity issues,Low,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3617,Postgraduate,1,Recorded tutorials,Lack of concentration,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3618,Graduate,5,Recorded tutorials,Internet connectivity issues,Medium,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3619,Undergraduate,2,Recorded tutorials,Time management difficulty,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3620,Graduate,3,Practice exercises,Internet connectivity issues,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3621,Undergraduate,2,Practice exercises,Time management difficulty,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3622,Graduate,5,Recorded tutorials,Academic workload pressure,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3623,Undergraduate,1,Practice exercises,Internet connectivity issues,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3624,Undergraduate,1,Interactive discussion,Low motivation,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3625,Undergraduate,2,Video lectures,Time management difficulty,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3626,Graduate,3,Interactive discussion,Time management difficulty,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3627,Graduate,2,Practice exercises,Difficulty understanding concepts,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3628,Graduate,2,Interactive discussion,Lack of concentration,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3629,Postgraduate,3,Video lectures,Time management difficulty,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3630,Postgraduate,5,Video lectures,Low motivation,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3631,Undergraduate,3,Recorded tutorials,Internet connectivity issues,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3632,Postgraduate,3,Interactive discussion,Time management difficulty,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3633,Graduate,2,Interactive discussion,Low motivation,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3634,Postgraduate,3,Reading notes,Internet connectivity issues,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3635,Undergraduate,5,Video lectures,Low motivation,Medium,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3636,Postgraduate,3,Recorded tutorials,Lack of concentration,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3637,Graduate,3,Video lectures,Difficulty understanding concepts,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3638,Undergraduate,4,Practice exercises,Lack of concentration,Medium,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3639,Graduate,2,Practice exercises,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
3640,Undergraduate,5,Practice exercises,Lack of concentration,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3641,Graduate,5,Reading notes,Low motivation,High,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3642,Graduate,4,Recorded tutorials,Lack of concentration,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3643,Undergraduate,4,Practice exercises,Low motivation,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
3644,Undergraduate,4,Interactive discussion,Difficulty understanding concepts,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
3645,Undergraduate,3,Practice exercises,Internet connectivity issues,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3646,Postgraduate,5,Practice exercises,Time management difficulty,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
3647,Postgraduate,6,Interactive discussion,Academic workload pressure,High,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
3648,Postgraduate,6,Reading notes,Time management difficulty,Low,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
